GDP,Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Debtor,Gender,Scholarship holder,Educational special needs,Tuition fees up to date,Target
1,0.3,0.726923077,0.230769231,0.706401766,0,0,0.150943396,1,0,1
0,0,0,0,0,0,0,0.622641509,1,0,0
0,0.65,0.691715977,0.538461538,0.601702933,1,0,0.132075472,0,0,0
0,0,0,0,0,1,0,0.018867925,0,0,0
1,0.25,0.776923077,0.230769231,0.83138054,1,0,0.056603774,0,0,1
1,0.65,0.782840237,0.692307692,0.797490415,1,1,0.056603774,1,0,1
0,0.25,0.667692308,0.230769231,0.609271523,1,0,0.075471698,0,0,0
0.5,0.05,0.538461539,0.269230769,0.582781457,1,0,0.20754717,1,1,0
1,0.3,0.708974359,0.230769231,0.688741722,1,1,0.037735849,0,1,1
1,0.4,0.696701923,0.307692308,0.685496689,1,1,0.018867925,0,1,1
1,0,0,0,0,1,0,0.094339623,0,1,1
0,0,0,0,0,1,0,0.150943396,0,1,0
0,0.25,0.693538462,0.192307692,0.688741722,0,0,0.377358491,0,1,0
0,0.2,0.636057692,0.192307692,0.645298013,0,0,0.396226415,0,1,0
0,0.25,0.613846154,0.115384615,0.600441501,1,0,0.358490566,0,1,0
1,0.35,0.7,0.269230769,0.688741722,1,0,0.018867925,0,1,1
0,0,0,0,0,0,0,0.037735849,0,1,0
0,0.15,0.664102564,0.076923077,0.662251656,1,0,0.132075472,1,1,0
1,0.25,0.655128205,0.192307692,0.582781457,1,0,0.056603774,0,1,1
0,0,0,0,0,1,0,0.075471698,0,1,0
0,0,0,0,0,1,0,0.283018868,0,1,0
0,0.05,0.538461539,0,0,1,0,0.41509434,0,1,0
0,0,0,0,0,0,0,0.301886792,0,1,0
1,0.2,0.578846154,0.192307692,0.656953642,1,1,0.056603774,0,1,1
1,0.3,0.759230769,0.230769231,0.821192053,1,0,0.037735849,0,1,1
0,0.15,0.581538462,0.076923077,0.609271523,0,0,0.490566038,0,1,0
0,0.2,0.624615385,0.153846154,0.706401766,1,0,0.603773585,0,1,0
1,0.3,0.726923077,0.230769231,0.671081678,1,1,0.018867925,0,1,1
0.5,0,0,0,0,1,0,0.188679245,0,1,0
0,0.25,0.732307692,0.192307692,0.667549669,1,1,0.037735849,0,1,0
0,0,0,0.230769231,0.715231788,1,1,0.528301887,1,1,0
1,0.3,0.7,0.230769231,0.688741722,0,0,0.037735849,0,1,1
1,0.2,0.632692308,0.230769231,0.620624408,1,1,0.075471698,0,1,1
1,0.25,0.7,0.230769231,0.644591612,1,1,0.018867925,0,1,1
0,0,0,0,0,1,0,0.018867925,0,1,0
0,0,0,0,0,0,0,0.226415094,0,1,0
1,0.25,0.624615385,0.192307692,0.609271523,1,0,0.037735849,0,1,1
0.5,0.2,0.659615385,0.153846154,0.59602649,1,1,0.018867925,0,1,0
1,0.4,0.666346154,0.269230769,0.65089877,1,1,0.094339623,0,1,1
0,0.4,0.689529915,0.269230769,0.673831599,1,1,0.018867925,0,1,0
0.5,0.1,0.807692308,0.192307692,0.656953642,1,0,0.056603774,0,1,0
0,0,0,0,0,1,0,0.056603774,0,1,0
0,0,0,0.038461538,0.741721854,1,1,0.226415094,1,1,0
0,0.2,0.605769231,0.115384615,0.618101545,1,0,0.226415094,0,1,0
0.5,0.2,0.605769231,0.038461538,0.688741722,1,0,0.113207547,0,1,0
0,0,0,0,0,1,0,0.037735849,1,1,0
0,0.05,0.646153846,0,0,1,0,0.018867925,0,1,0
0,0.1,0.673076923,0.153846154,0.609271523,1,0,0.094339623,0,1,0
0,0.3,0.619230769,0.269230769,0.620624408,1,0,0.320754717,1,1,0
1,0.25,0.738461538,0.192307692,0.667549669,1,0,0.169811321,0,1,1
0,0.6,0.605769231,0.5,0.616840113,1,0,0.132075472,0,1,0
1,0.3,0.723076923,0.230769231,0.78807947,1,1,0,0,1,1
0.5,0.15,0.556410256,0.076923077,0.529801325,1,0,0.075471698,0,1,0
0.5,0.25,0.786153846,0.192307692,0.752317881,1,0,0.320754717,0,1,0
1,0.3,0.726923077,0.230769231,0.673604541,1,0,0.037735849,0,1,1
0,0.25,0.603076923,0.192307692,0.614569536,0,0,0.603773585,1,1,0
0,0.3,0.656923077,0.192307692,0.632582781,1,0,0.113207547,0,1,0
0,0.15,0.764615385,0.153846154,0.614569536,1,0,0.018867925,0,1,0
0.5,0.35,0.725576923,0.192307692,0.672847682,1,0,0.056603774,0,1,0
1,0.25,0.743076923,0.230769231,0.706401766,1,0,0.037735849,0,1,1
0.5,0.45,0.705982906,0.307692308,0.706401766,1,0,0.132075472,0,1,0
1,0.25,0.807692308,0.192307692,0.709933775,1,0,0.018867925,0,1,1
0,0,0,0,0,0,0,0.528301887,1,1,0
0,0,0,0.076923077,0.582781457,1,0,0.245283019,0,1,0
0,0.45,0.61025641,0.5,0.635761589,1,0,0.20754717,0,1,0
0,0,0,0,0,1,0,0.433962264,0,1,0
0,0,0,0,0,0,0,0.283018868,0,1,0
0,0.2,0.551923077,0.153846154,0.662251656,1,0,0.037735849,0,1,0
1,0.3,0.655128205,0.230769231,0.72406181,1,0,0.056603774,0,1,1
0,0,0,0.038461538,0.529801325,1,0,0.018867925,0,1,0
0,0.1,0.7,0.230769231,0.609271523,0,0,0.056603774,0,1,0
0.5,0.2,0.686538462,0.153846154,0.649006623,1,0,0.41509434,0,1,0
0.5,0.25,0.735897436,0.192307692,0.720529801,0,0,0.037735849,0,1,0
0.5,0.15,0.61025641,0.076923077,0.556291391,1,0,0.396226415,0,1,0
1,0.3,0.714358975,0.230769231,0.702869757,1,1,0.018867925,0,1,1
1,0.4,0.763942308,0.269230769,0.662913907,1,1,0.018867925,0,1,1
0,0,0,0,0,1,0,0.20754717,0,1,0
0,0,0,0,0,0,0,0.264150943,0,1,0
1,0.3,0.726025641,0.230769231,0.714348786,1,0,0.113207547,0,1,1
0.5,0.25,0.654769231,0.230769231,0.665695364,1,0,0.075471698,0,1,0
0,0,0,0,0,0,0,0.301886792,1,1,0
0,0.15,0.628205128,0.115384615,0.688741722,1,0,0.094339623,0,1,0
0,0.25,0.953846154,0.192307692,0.874172185,1,0,0.056603774,1,1,0
0.5,0.25,0.710769231,0.230769231,0.697571744,1,0,0.037735849,1,1,0
1,0.3,0.707692308,0.230769231,0.731125828,1,0,0.056603774,0,1,1
0.5,0.2,0.635384615,0.230769231,0.591611479,1,0,0.150943396,0,1,0
0,0,0,0,0,0,0,0.150943396,0,1,0
0.5,0.3,0.653846154,0.230769231,0.671081678,1,0,0.037735849,0,1,0
1,0.2,0.780769231,0.192307692,0.667549669,1,0,0.056603774,0,1,1
0.5,0,0,0.192307692,0.69192053,1,0,0.301886792,0,1,0
1,0.3,0.733653846,0.230769231,0.732891832,1,0,0.037735849,0,1,1
0,0,0,0,0,1,0,0.264150943,0,1,0
0,0.1,0.861538462,0.076923077,0.847682119,0,0,0.132075472,1,1,0
0,0,0,0,0,0,0,0.113207547,1,1,0
0,0.15,0.574358975,0.115384615,0.565121413,0,1,0.169811321,0,1,0
1,0.9,0.780769231,0.692307692,0.768211921,1,0,0.396226415,0,1,1
1,0.25,0.743076923,0.192307692,0.741721854,1,1,0.056603774,0,1,1
1,0.25,0.730769231,0.115384615,0.706401766,1,0,0.056603774,0,1,1
0,0,0,0,0,1,0,0.150943396,0,1,0
1,0.2,0.603076923,0.192307692,0.635761589,1,0,0.037735849,0,1,1
1,0.25,0.861538462,0.192307692,0.858278146,1,0,0.018867925,0,1,1
0,0.25,0.570769231,0.269230769,0.544938505,1,0,0.20754717,0,1,0
0.5,0,0,0,0,1,0,0.018867925,0,1,0
1,0.3,0.708974359,0.230769231,0.719016083,1,1,0.056603774,0,1,1
1,0.3,0.8,0.230769231,0.756859035,1,0,0.018867925,0,1,1
1,0.2,0.565384615,0.192307692,0.540397351,1,0,0.037735849,0,1,1
0,0.1,0.551923077,0.076923077,0.543046358,1,0,0.132075472,1,1,0
0,0,0,0,0,1,0,0.075471698,0,1,0
1,0.3,0.798717949,0.230769231,0.785871965,1,1,0.056603774,0,1,1
1,0.25,0.678461539,0.192307692,0.721854305,1,0,0.075471698,0,1,1
1,0.35,0.735384616,0.269230769,0.650141911,1,0,0.132075472,1,1,1
0,0,0,0,0,1,0,0.188679245,0,1,0
0.5,0.25,0.565384615,0.153846154,0.662251656,0,0,0.037735849,1,1,0
1,0.35,0.707692308,0.346153846,0.700515085,1,0,0.41509434,0,1,1
0,0.1,0.619230769,0.076923077,0.794701987,1,0,0.150943396,0,1,0
0,0,0,0,0,0,0,0.018867925,0,1,0
1,0.6,0.7,0.461538462,0.697571744,1,0,0.037735849,0,1,1
1,0.2,0.753846154,0.192307692,0.732891832,1,1,0.075471698,0,1,1
0,0,0,0,0,1,0,0.188679245,0,1,0
0.5,0,0,0,0,1,0,0.037735849,0,1,0
0.5,0.35,0.708307692,0.269230769,0.696915799,1,0,0.018867925,0,1,0
0,0.3,0.708974359,0.346153846,0.653421633,1,0,0.188679245,0,1,0
0,0.25,0.635384615,0.230769231,0.688741722,1,0,0.018867925,1,1,0
0.5,0.25,0.613846154,0.076923077,0.609271523,1,0,0.037735849,0,1,0
0,0.05,0.646153846,0.115384615,0.701986755,1,0,0.037735849,0,1,0
0.5,0.15,0.686538462,0.115384615,0.706401766,1,0,0.094339623,0,1,0
1,0.3,0.655128205,0.230769231,0.715231788,1,0,0.018867925,0,0,1
1,0.25,0.689230769,0.230769231,0.671081678,1,1,0.018867925,0,0,1
0,0.3,0.780769231,0.423076923,0.799518362,1,0,0.113207547,0,0,0
0,0,0,0,0,0,0,0.056603774,1,1,0
1,0.3,0.682051282,0.230769231,0.697571744,1,0,0.018867925,0,1,1
1,0.3,0.691025641,0.230769231,0.6799117,1,0,0.018867925,0,1,1
0.5,0.15,0.646153846,0.192307692,0.625165563,1,0,0.018867925,0,1,0
1,0.3,0.655128205,0.230769231,0.626931567,1,0,0.056603774,0,1,1
1,0.15,0.686538462,0.192307692,0.678145695,1,0,0.056603774,0,1,1
0,0.25,0.592307692,0.192307692,0.625165563,1,0,0.075471698,0,1,0
0.5,0,0,0,0,1,0,0.094339623,0,1,0
0,0.25,0.784615385,0.192307692,0.837086093,1,0,0.056603774,0,1,0
0.5,0,0,0,0,1,0,0.037735849,1,1,0
0.5,0.15,0.624615385,0.076923077,0.662251656,1,0,0.037735849,0,1,0
1,0.3,0.746153846,0.230769231,0.777041943,1,0,0.056603774,0,1,1
0,0.1,0.646153846,0.153846154,0.662251656,1,0,0.037735849,0,1,0
0,0.1,0.565384615,0.115384615,0.635761589,1,0,0.037735849,0,1,0
0.5,0.3,0.637179487,0.269230769,0.696310312,1,0,0.132075472,1,1,0
0,0.2,0.6,0.115384615,0.671081678,1,0,0.018867925,1,1,0
0.5,0.25,0.764615385,0.192307692,0.794701987,0,1,0.018867925,0,1,0
0,0.25,0.635384615,0.192307692,0.720529801,1,0,0.018867925,1,0,0
1,0.3,0.744871795,0.230769231,0.662251656,1,0,0.018867925,0,0,1
1,0.3,0.726923077,0.230769231,0.706401766,1,1,0.075471698,0,0,1
0,0.25,0.592307692,0.153846154,0.649006623,1,0,0.018867925,0,0,0
1,0.4,0.866586539,0.269230769,0.800075686,1,1,0.018867925,0,0,1
1,0.3,0.861538462,0.230769231,0.697571744,1,1,0.018867925,0,0,1
0,0,0,0.153846154,0.582781457,1,0,0.113207547,0,0,0
1,0.2,0.632692308,0.115384615,0.618101545,1,0,0.075471698,0,0,1
0.5,0.05,0.7,0.038461538,0.529801325,1,0,0.056603774,0,0,0
0,0.1,0.592307692,0.269230769,0.613055818,1,0,0.169811321,0,0,0
0.5,0.25,0.603076923,0.230769231,0.644591612,1,1,0.018867925,0,0,0
0,0,0,0,0,1,0,0.018867925,0,0,0
1,0.3,0.76923077,0.230769231,0.732891832,0,1,0.037735849,0,0,1
1,0.35,0.7,0.230769231,0.654683065,1,1,0.056603774,0,0,1
0,0.1,0.556410256,0.230769231,0.644591612,0,0,0.037735849,1,0,0
0.5,0.1,0.673076923,0.115384615,0.635761589,1,0,0.075471698,1,0,0
1,0.35,0.7,0.346153846,0.657836645,1,0,0.301886792,0,0,1
1,0.2,0.686538462,0.153846154,0.675496689,1,0,0.018867925,0,0,1
1,0.9,0.804102564,0.692307692,0.791169978,1,0,0.075471698,0,0,1
1,0.3,0.628205128,0.230769231,0.688741722,1,0,0.037735849,0,0,1
0.5,0.3,0.682051282,0.269230769,0.681173132,0,0,0.301886792,1,0,0
1,0.4,0.749,0.269230769,0.765827815,1,0,0.018867925,0,0,1
1,0.3,0.715384616,0.230769231,0.741721854,1,1,0.018867925,0,0,1
1,0.3,0.682051282,0.230769231,0.715231788,1,1,0.056603774,0,0,1
0,0,0,0,0,0,0,0.056603774,0,0,0
1,0.25,0.753846154,0.230769231,0.618101545,1,1,0.056603774,0,0,1
1,0.25,0.717948718,0.153846154,0.635761589,1,1,0.037735849,0,0,1
1,0.3,0.637179487,0.230769231,0.620624408,1,1,0.037735849,0,0,1
1,0.3,0.669230769,0.230769231,0.671081678,1,0,0.075471698,0,0,1
0.5,0.2,0.689230769,0.115384615,0.622516556,1,0,0.169811321,0,0,0
0,0,0,0,0,1,0,0.075471698,0,0,0
1,0.35,0.663846154,0.269230769,0.653169347,1,0,0.018867925,0,0,1
0,0.05,0.538461539,0.230769231,0.618101545,1,0,0.188679245,0,0,0
1,0.55,0.685314686,0.461538462,0.701986755,1,1,0.056603774,0,0,1
0.5,0.2,0.713461539,0.192307692,0.626931567,1,0,0.075471698,0,0,0
1,0.4,0.814423077,0.269230769,0.704635762,1,1,0.018867925,0,0,1
0.5,0.25,0.635384615,0.230769231,0.665194997,1,0,0.056603774,0,0,0
1,0.3,0.655128205,0.230769231,0.6799117,1,0,0.018867925,0,0,1
1,0.3,0.691025641,0.230769231,0.6799117,1,1,0.056603774,0,0,1
1,0.15,0.7,0.115384615,0.671081678,1,1,0.037735849,0,0,1
1,0.35,0.779230769,0.230769231,0.703122043,1,0,0.056603774,0,0,1
1,0.25,0.691025641,0.192307692,0.656953642,1,1,0.056603774,0,0,1
0.5,0.2,0.605769231,0.076923077,0.768211921,1,0,0.056603774,0,0,0
0,0,0,0,0,1,0,0.037735849,1,0,0
1,0.3,0.713461539,0.230769231,0.756859035,1,0,0.018867925,0,0,1
1,0.25,0.678461539,0.115384615,0.653421633,1,0,0.018867925,0,0,1
1,0.35,0.682307692,0.230769231,0.666666666,1,1,0.037735849,0,0,1
0,0.35,0.741538462,0.230769231,0.727505519,1,0,0.037735849,0,0,0
0.5,0.25,0.653846154,0.230769231,0.682119205,1,0,0.490566038,0,1,0
0,0.25,0.721538462,0.307692308,0.774834437,1,0,0.566037736,0,1,0
0,0,0,0,0,0,0,0.113207547,0,1,0
1,0.3,0.682051282,0.230769231,0.671081678,1,1,0.037735849,1,0,1
1,0.3,0.672628205,0.230769231,0.661810155,1,0,0.056603774,0,0,1
1,0.55,0.762820513,0.461538462,0.72406181,1,1,0.037735849,0,0,1
1,0.3,0.780769231,0.230769231,0.847682119,1,0,0.037735849,0,0,1
1,0.3,0.7,0.230769231,0.749290445,1,0,0.037735849,0,0,1
1,0.2,0.740384615,0.230769231,0.626931567,1,1,0.41509434,1,0,1
1,0.3,0.7,0.230769231,0.671081678,1,1,0.056603774,0,0,1
1,0.3,0.682051282,0.230769231,0.662251656,1,0,0.075471698,0,0,1
1,0.2,0.605769231,0.346153846,0.576894776,0,0,0.094339623,1,0,1
0,0,0,0.038461538,0.688741722,1,0,0.037735849,0,0,0
1,0.3,0.861538462,0.230769231,0.803532009,1,0,0.094339623,0,0,1
1,0.3,0.646153846,0.230769231,0.671081678,1,1,0.037735849,0,0,1
0,0,0,0,0,1,0,0.018867925,1,1,0
0.5,0.25,0.549230769,0.192307692,0.635761589,1,0,0.169811321,0,1,0
0,0,0,0,0,0,0,0.358490566,0,1,0
1,0,0,0,0,1,1,0.056603774,1,1,1
0,0.2,0.619230769,0.076923077,0.582781457,1,0,0.245283019,0,1,0
0,0.3,0.856153846,0.230769231,0.832544938,1,0,0.132075472,0,1,0
0,0.55,0.626573427,0.423076923,0.573148706,1,0,0.169811321,0,1,0
0,0,0,0.038461538,0.635761589,0,0,0.037735849,0,1,0
1,0.2,0.605769231,0.192307692,0.667549669,1,0,0.320754717,0,1,1
0.5,0.15,0.753846154,0.038461538,0.688741722,1,0,0.301886792,0,1,0
1,0.2,0.578846154,0.192307692,0.614569536,1,0,0.037735849,0,1,1
0,0.05,0.592307692,0.038461538,0.529801325,0,0,0.169811321,1,1,0
0,0,0,0.038461538,0.741721854,1,0,0.226415094,0,1,0
0,0.1,0.673076923,0.192307692,0.667549669,1,1,0.037735849,0,1,0
0,0,0,0,0,1,0,0.018867925,0,1,0
0,0.05,0.646153846,0.076923077,0.600441501,0,0,0.226415094,0,1,0
1,0.25,0.613846154,0.230769231,0.671081678,1,0,0.075471698,0,1,1
0.5,0.1,0.565384615,0.192307692,0.57218543,1,0,0.037735849,0,1,0
1,0.35,0.638413462,0.192307692,0.68230842,1,0,0.056603774,0,1,1
0,0,0,0,0,1,0,0.018867925,0,1,0
0.5,0.25,0.613846154,0.230769231,0.6799117,1,0,0.018867925,0,1,0
0.5,0.15,0.691025641,0.192307692,0.667549669,1,1,0.075471698,1,1,0
0,0,0,0,0,1,0,0.056603774,0,1,0
0,0,0,0,0,1,1,0.245283019,0,1,0
1,0.3,0.753846154,0.230769231,0.750551877,1,0,0.037735849,0,1,1
0,0.2,0.713461539,0.192307692,0.709933775,1,0,0.245283019,0,1,0
1,0.2,0.605769231,0.192307692,0.593377483,1,1,0.094339623,0,1,1
1,0,0,0,0,1,0,0.094339623,0,1,1
0,0.25,0.635384615,0.230769231,0.671081678,0,0,0.037735849,1,1,0
0,0.2,0.605769231,0.115384615,0.653421633,1,0,0.075471698,0,1,0
1,0.25,0.646153846,0.153846154,0.649006623,1,0,0.075471698,0,1,1
0,0,0,0,0,1,1,0.075471698,1,1,0
0,0.15,0.556410256,0.115384615,0.569536424,1,0,0.188679245,0,1,0
0,0,0,0,0,1,0,0.283018868,0,1,0
0,0,0,0,0,0,0,0.433962264,1,1,0
0.5,0.1,0.673076923,0.076923077,0.759381898,1,0,0.056603774,0,1,0
0,0.1,0.619230769,0.076923077,0.609271523,1,0,0.056603774,0,1,0
1,0,0,0,0,1,0,0.018867925,0,1,1
0,0,0,0.076923077,0.556291391,1,0,0.075471698,0,1,0
0,0,0,0.230769231,0.715231788,1,0,0.018867925,0,1,0
0.5,0,0,0.038461538,0.582781457,1,0,0.037735849,0,1,0
0,0,0,0.038461538,0.529801325,0,0,0.245283019,0,1,0
0,0,0,0,0,1,0,0.226415094,0,1,0
0,0.15,0.574358975,0.038461538,0.635761589,1,0,0.018867925,1,1,0
0,0.25,0.656923077,0.153846154,0.649006623,1,1,0.018867925,0,1,0
0,0.3,0.628205128,0.192307692,0.60397351,1,0,0.094339623,0,1,0
0,0,0,0,0,0,0,0.188679245,0,1,0
1,0.25,0.753846154,0.153846154,0.754966887,1,0,0.056603774,0,1,1
1,0.5,0.764615385,0.423076923,0.765803732,1,0,0.471698113,0,1,1
1,0.6,0.778698225,0.461538462,0.770249618,1,0,0.075471698,1,1,1
1,0.35,0.643461539,0.230769231,0.674613686,1,0,0.113207547,0,1,1
0,0.2,0.726923077,0.192307692,0.699337748,1,0,0.075471698,0,1,0
1,0,0,0,0,1,0,0.037735849,0,1,1
0,0.2,0.686538462,0.230769231,0.653421633,1,1,0.433962264,0,1,0
0,0.35,0.605769231,0.192307692,0.593377483,1,0,0.094339623,0,1,0
1,0.3,0.710769231,0.230769231,0.699337748,1,0,0.037735849,0,1,1
0.5,0.2,0.753846154,0.192307692,0.626931567,1,1,0.132075472,0,1,0
0.5,0.1,0.619230769,0.192307692,0.600441501,1,0,0.075471698,0,1,0
1,0.25,0.786153846,0.192307692,0.720529801,1,0,0.018867925,0,1,1
0,0.1,0.619230769,0,0,1,0,0.018867925,0,1,0
0,0.25,0.735897436,0.192307692,0.681173132,1,0,0.132075472,0,1,0
0.5,0.25,0.669230769,0.115384615,0.759381898,1,1,0.20754717,0,1,0
1,0.3,0.753846154,0.192307692,0.715231788,1,1,0.037735849,0,0,1
0.5,0.2,0.84,0.230769231,0.764427625,1,0,0.20754717,0,0,0
0,0,0,0,0,1,0,0.018867925,0,0,0
1,0,0,0,0,0,0,0.037735849,0,0,1
1,0.4,0.690778846,0.307692308,0.679668874,1,1,0.037735849,0,0,1
1,0.2,0.740384615,0,0,1,0,0.075471698,0,0,1
0,0,0,0,0,1,0,0.018867925,1,0,0
1,0.3,0.708974359,0.230769231,0.777041943,1,0,0.037735849,0,0,1
1,0.35,0.750461539,0.269230769,0.738391675,1,0,0.037735849,0,0,1
1,0.6,0.78525641,0.384615385,0.778807947,1,0,0.056603774,0,0,1
1,0.25,0.656923077,0.230769231,0.618101545,1,0,0.018867925,0,0,1
1,0.3,0.799615385,0.230769231,0.786754967,1,0,0.056603774,0,0,1
0,0,0,0.038461538,0.635761589,1,0,0.169811321,0,0,0
0,0.4,0.841196581,0.269230769,0.725165563,1,0,0.018867925,0,0,0
1,0.25,0.624615385,0.192307692,0.656953642,1,0,0.773584906,0,0,1
1,0.4,0.729211539,0.269230769,0.709827815,1,0,0.018867925,0,0,1
0.5,0.2,0.646153846,0.192307692,0.625165563,1,0,0.056603774,0,0,0
0,0,0,0,0,1,0,0.056603774,0,0,0
1,0.7,0.642307692,0.5,0.623535405,1,0,0.226415094,0,0,1
0,0,0,0,0,0,0,0.188679245,1,0,0
1,0.3,0.7,0.230769231,0.703878903,1,1,0.075471698,0,0,1
1,0.3,0.601282052,0.230769231,0.618101545,1,1,0.056603774,0,0,1
1,0.25,0.656923077,0.230769231,0.609271523,1,1,0.037735849,0,0,1
1,0.3,0.708076923,0.230769231,0.693068433,1,1,0.094339623,0,0,1
1,0.3,0.7,0.230769231,0.671081678,1,1,0.037735849,0,0,1
0,0,0,0.115384615,0.600441501,0,0,0.037735849,1,0,0
0.5,0.25,0.624615385,0.192307692,0.720529801,1,0,0.113207547,0,0,0
0,0.25,0.710769231,0.230769231,0.697571744,1,1,0.018867925,0,0,0
0,0,0,0,0,1,0,0.037735849,0,0,0
1,0.25,0.678461539,0.192307692,0.618101545,1,0,0.056603774,0,0,1
1,0.3,0.723076923,0.230769231,0.715231788,1,1,0.037735849,0,0,1
0,0,0,0,0,0,1,0.169811321,1,0,0
1,0.3,0.761538461,0.230769231,0.697571744,1,1,0.018867925,0,0,1
0,0.1,0.673076923,0.153846154,0.662251656,1,0,0.226415094,1,0,0
1,0.3,0.7,0.230769231,0.708609272,0,0,0.056603774,0,0,1
1,0.3,0.682051282,0.230769231,0.697571744,1,0,0.037735849,0,0,1
0.5,0.1,0.726923077,0.153846154,0.709933775,1,0,0.113207547,0,0,0
0.5,0.15,0.628205128,0.115384615,0.688741722,1,0,0.150943396,0,0,0
1,0.35,0.708307692,0.269230769,0.696915799,1,0,0.018867925,0,0,1
1,0.3,0.691025641,0.230769231,0.6799117,1,1,0.037735849,0,0,1
1,0.35,0.707692308,0.269230769,0.64333018,1,0,0.018867925,0,0,1
0.5,0.3,0.666923077,0.192307692,0.706754967,1,1,0.037735849,0,0,0
0,0.2,0.740384615,0.153846154,0.688741722,1,0,0.358490566,0,0,0
0.5,0.15,0.628205128,0.115384615,0.635761589,1,1,0.056603774,0,1,0
0,0,0,0,0,1,0,0.056603774,0,1,0
0,0,0,0.192307692,0.582781457,1,0,0.018867925,0,1,0
0.5,0.3,0.61025641,0.192307692,0.609271523,1,0,0.037735849,0,1,0
0,0.1,0.673076923,0.115384615,0.706401766,0,0,0.056603774,1,1,0
1,0.4,0.725415385,0.269230769,0.773215599,1,0,0.018867925,0,1,1
0,0.15,0.574358975,0.153846154,0.582781457,1,0,0.056603774,1,1,0
0,0,0,0,0,0,0,0.132075472,1,1,0
0,0,0,0,0,1,0,0.037735849,0,1,0
0,0.1,0.646153846,0.038461538,0.635761589,1,0,0.018867925,0,1,0
1,0.25,0.710769231,0.192307692,0.741721854,1,0,0.018867925,0,1,1
1,0.25,0.635384615,0.230769231,0.719016083,1,0,0.018867925,0,1,1
0,0,0,0,0,1,0,0.094339623,0,1,0
1,0.3,0.746153846,0.230769231,0.754966887,1,0,0.037735849,0,1,1
0,0,0,0,0,0,0,0.283018868,1,0,0
0,0,0,0,0,1,1,0.075471698,0,0,0
1,0.35,0.729230769,0.269230769,0.717502365,1,1,0.037735849,0,0,1
1,0.35,0.630769231,0.346153846,0.694628403,1,1,0.41509434,0,0,1
1,0.35,0.653846154,0.346153846,0.671081678,1,0,0.245283019,0,0,1
0,0.1,0.538461539,0.153846154,0.569536424,1,0,0.018867925,0,0,0
0,0.1,0.538461539,0.153846154,0.569536424,1,0,0.396226415,0,0,0
1,0.3,0.717948718,0.230769231,0.72406181,1,0,0.056603774,0,0,1
1,0.3,0.691025641,0.230769231,0.732891832,1,0,0.716981132,0,0,1
0,0.8,0.7,0.653846154,0.698091157,1,0,0.679245283,0,0,0
0,0.25,0.678461539,0.153846154,0.675496689,1,0,0.698113208,0,0,0
0.5,0.25,0.692461539,0.192307692,0.681324503,1,1,0.018867925,0,0,0
0,0.2,0.646153846,0.153846154,0.635761589,0,0,0.509433962,1,0,0
1,0.45,0.676068376,0.346153846,0.618101545,1,0,0.20754717,0,0,1
1,0.55,0.910489511,0.538461538,0.874172185,1,0,0.377358491,0,0,1
1,0.35,0.634188034,0.346153846,0.653421633,1,0,0.056603774,0,0,1
0.5,0.35,0.690307692,0.269230769,0.667086093,1,0,0.018867925,0,0,0
0,0.15,0.592307692,0.153846154,0.609271523,1,0,0.037735849,0,1,0
1,0.65,0.695857988,0.692307692,0.630184733,1,1,0.113207547,0,1,1
0,0,0,0,0,1,0,0.094339623,0,1,0
0,0,0,0,0,0,0,0.132075472,0,1,0
0.5,0.1,0.619230769,0.192307692,0.688741722,1,0,0.094339623,0,1,0
0,0,0,0,0,1,0,0.169811321,0,1,0
1,0.3,0.798717949,0.230769231,0.803532009,1,0,0.018867925,0,1,1
0,0.1,0.726923077,0.153846154,0.622516556,1,0,0.132075472,0,1,0
0.5,0.05,0.807692308,0,0,1,0,0.018867925,0,1,0
0,0,0,0,0,1,0,0.169811321,0,1,0
0,0.15,0.794230769,0.115384615,0.600441501,1,0,0.188679245,0,1,0
1,0.25,0.710769231,0.192307692,0.667549669,1,1,0.056603774,0,1,1
0,0.05,0.753846154,0,0,1,0,0.037735849,0,1,0
0,0.2,0.834615385,0.230769231,0.821192053,1,1,0.018867925,0,1,0
1,0.35,0.665846154,0.269230769,0.655137181,1,0,0.018867925,0,1,1
0.5,0.25,0.713461539,0.192307692,0.699337748,1,0,0.037735849,0,1,0
0.5,0.35,0.638461539,0.269230769,0.605487228,1,0,0.320754717,0,1,0
0,0,0,0,0,1,0,0.037735849,0,1,0
1,0.3,0.664102564,0.153846154,0.741721854,1,1,0.037735849,0,1,1
0,0.25,0.635384615,0.115384615,0.635761589,1,0,0.245283019,0,1,0
0,0.15,0.646153846,0,0,0,0,0.094339623,0,1,0
0,0.15,0.61025641,0.153846154,0.529801325,0,0,0.037735849,0,1,0
0,0.05,0.538461539,0.038461538,0.529801325,1,0,0.075471698,0,1,0
0,0,0,0,0,0,0,0.094339623,0,1,0
0.5,0.15,0.628205128,0.230769231,0.591611479,1,1,0.037735849,0,1,0
0.5,0.15,0.61025641,0.153846154,0.622516556,1,0,0.056603774,0,1,0
0,0,0,0.115384615,0.622516556,1,0,0.339622642,0,1,0
0,0.05,0.592307692,0.038461538,0.529801325,1,0,0.056603774,0,1,0
1,0.25,0.689230769,0.115384615,0.741721854,1,0,0.075471698,0,1,1
